1,2,5432,1,87,0,0.04494156053962258,0.0
2,3,5432,3,87,0,0.07755051738297365,0.0
3,4,5432,6,87,0,0.073176571873305,0.0
4,5,5432,10,87,0,0.03941645276240609,0.0
5,6,5432,15,87,0,0.0691529251390677,0.0
6,7,5432,21,87,0,0.0479640887198896,0.0
7,8,5432,28,87,2,0.08196638557954275,0.022988505747126436
8,9,5432,36,87,4,0.07818600845724111,0.04597701149425287
9,10,5432,45,87,4,0.07234415720762899,0.04597701149425287
10,11,5432,55,87,6,0.05419374442977214,0.06896551724137931
11,13,5432,66,87,6,0.03917341405088314,0.06896551724137931
12,15,5432,79,87,6,0.04254247177453653,0.06896551724137931
13,17,5432,94,87,6,0.0394989684107334,0.06896551724137931
14,19,5432,111,87,8,0.054229471526976575,0.09195402298850575
15,21,5432,130,87,8,0.02996559557614198,0.09195402298850575
16,24,5432,151,87,8,0.02441256743468037,0.09195402298850575
17,27,5432,175,87,11,0.04990428507921262,0.12643678160919541
18,30,5432,202,87,11,0.038306700095364965,0.12643678160919541
19,33,5432,232,87,11,0.043851640210096667,0.12643678160919541
20,37,5432,265,87,19,0.06284469926751075,0.21839080459770116
21,41,5432,302,87,21,0.04166032478154505,0.2413793103448276
22,46,5432,343,87,22,0.06364325510775017,0.25287356321839083
23,51,5432,389,87,22,0.05289008451021305,0.25287356321839083
24,57,5432,440,87,26,0.06379170651471723,0.2988505747126437
25,63,5432,497,87,29,0.06224837004715229,0.3333333333333333
26,70,5432,560,87,30,0.054505364049506816,0.3448275862068966
27,77,5432,630,87,37,0.06568830350775587,0.42528735632183906
28,85,5432,707,87,41,0.06224217439906497,0.47126436781609193
29,94,5432,792,87,41,0.06832582509544641,0.47126436781609193
30,104,5432,886,87,45,0.06587292183102875,0.5172413793103449
31,115,5432,990,87,47,0.06971131360328355,0.5402298850574713
32,127,5432,1105,87,48,0.06809993202948401,0.5517241379310345
33,140,5432,1232,87,51,0.06810489747070889,0.5862068965517241
34,154,5432,1372,87,53,0.06576551790508271,0.6091954022988506
35,170,5432,1526,87,60,0.068650838242855,0.6896551724137931
36,187,5432,1696,87,64,0.07124525543020883,0.735632183908046
37,206,5432,1883,87,64,0.07111321971243814,0.735632183908046
38,227,5432,2089,87,72,0.0718683990899375,0.8275862068965517
39,250,5432,2316,87,74,0.07523265627754495,0.8505747126436781
40,275,5432,2566,87,79,0.07538251342183022,0.9080459770114943
41,303,5432,2841,87,81,0.07430138927727709,0.9310344827586207
42,334,5432,3144,87,81,0.07481242478084016,0.9310344827586207
43,368,5432,3478,87,81,0.07496154772364638,0.9310344827586207
44,405,5432,3846,87,83,0.07468207385647123,0.9540229885057471
45,446,5432,4251,87,84,0.07593524431138521,0.9655172413793104
46,491,5432,4697,87,87,0.07565765054329097,1.0
