1,2,6091,1,23,0,0.008348911618265106,0.0
2,3,6091,3,23,0,0.009795020292215696,0.0
3,4,6091,6,23,0,0.004882801873606723,0.0
4,5,6091,10,23,0,0.018135164001317806,0.0
5,6,6091,15,23,0,0.00798636265080933,0.0
6,7,6091,21,23,0,0.006278687336042793,0.0
7,8,6091,28,23,0,0.004169061108013486,0.0
8,9,6091,36,23,0,0.0043983151057508255,0.0
9,10,6091,45,23,0,0.005220051494163478,0.0
10,11,6091,55,23,0,0.0056043231509301985,0.0
11,13,6091,66,23,0,0.004953659048359743,0.0
12,15,6091,79,23,0,0.007333160206283493,0.0
13,17,6091,94,23,0,0.004901969179698327,0.0
14,19,6091,111,23,0,0.01063960684269824,0.0
15,21,6091,130,23,0,0.007327566509412366,0.0
16,24,6091,151,23,0,0.005456288133907376,0.0
17,27,6091,175,23,0,0.006275289560654157,0.0
18,30,6091,202,23,0,0.008369641434696831,0.0
19,33,6091,232,23,1,0.012575791523631698,0.043478260869565216
20,37,6091,265,23,1,0.006636234537182006,0.043478260869565216
21,41,6091,302,23,2,0.00814735575053046,0.08695652173913043
22,46,6091,343,23,2,0.0071130745823435705,0.08695652173913043
23,51,6091,389,23,2,0.005644300546294057,0.08695652173913043
24,57,6091,440,23,5,0.011683513859092515,0.21739130434782608
25,63,6091,497,23,5,0.004564265286810433,0.21739130434782608
26,70,6091,560,23,5,0.00743920546902374,0.21739130434782608
27,77,6091,630,23,5,0.008349063603922074,0.21739130434782608
28,85,6091,707,23,5,0.008420422614548496,0.21739130434782608
29,94,6091,792,23,5,0.008701271233784634,0.21739130434782608
30,104,6091,886,23,7,0.013244350916335752,0.30434782608695654
31,115,6091,990,23,8,0.010125409488884192,0.34782608695652173
32,127,6091,1105,23,9,0.008996181717789924,0.391304347826087
33,140,6091,1232,23,9,0.011092561154451177,0.391304347826087
34,154,6091,1372,23,10,0.010559603249239609,0.43478260869565216
35,170,6091,1526,23,11,0.009869158603857597,0.4782608695652174
36,187,6091,1696,23,13,0.011064112048146457,0.5652173913043478
37,206,6091,1883,23,14,0.010334006272881006,0.6086956521739131
38,227,6091,2089,23,16,0.010906080298291924,0.6956521739130435
39,250,6091,2316,23,16,0.011006800041427327,0.6956521739130435
40,275,6091,2566,23,16,0.01045335882948743,0.6956521739130435
41,303,6091,2841,23,16,0.010603936323326754,0.6956521739130435
42,334,6091,3144,23,16,0.01034441980043665,0.6956521739130435
43,368,6091,3478,23,17,0.010120654691526596,0.7391304347826086
44,405,6091,3846,23,21,0.01011682167921077,0.9130434782608695
45,446,6091,4251,23,21,0.00998013136608896,0.9130434782608695
46,491,6091,4697,23,21,0.009937930999814722,0.9130434782608695
47,541,6091,5188,23,21,0.009862750403220022,0.9130434782608695
48,596,6091,5729,23,23,0.00989579358625239,1.0
