1,2,2353,1,53,0,0.02871011616556994,0.0
2,3,2353,3,53,0,0.044259554173233025,0.0
3,4,2353,6,53,0,0.045650267985159386,0.0
4,5,2353,10,53,0,0.03685701616130557,0.0
5,6,2353,15,53,0,0.037325361020362186,0.0
6,7,2353,21,53,0,0.028419830768925767,0.0
7,8,2353,28,53,0,0.030920867479360476,0.0
8,9,2353,36,53,0,0.02661216264146005,0.0
9,10,2353,45,53,0,0.025228805011261703,0.0
10,11,2353,55,53,0,0.025551685186212494,0.0
11,13,2353,66,53,0,0.029867986953629896,0.0
12,15,2353,79,53,1,0.034183940483539996,0.018867924528301886
13,17,2353,94,53,1,0.027393051513644563,0.018867924528301886
14,19,2353,111,53,2,0.028826656582835595,0.03773584905660377
15,21,2353,130,53,2,0.025931674173645405,0.03773584905660377
16,24,2353,151,53,5,0.05408945520779429,0.09433962264150944
17,27,2353,175,53,6,0.02706123912707516,0.11320754716981132
18,30,2353,202,53,8,0.039013517244616,0.1509433962264151
19,33,2353,232,53,8,0.0306639729567319,0.1509433962264151
20,37,2353,265,53,8,0.024381710669160794,0.1509433962264151
21,41,2353,302,53,8,0.03150970478963007,0.1509433962264151
22,46,2353,343,53,9,0.03028535801631352,0.16981132075471697
23,51,2353,389,53,9,0.02569081990852819,0.16981132075471697
24,57,2353,440,53,11,0.030146936842036048,0.20754716981132076
25,63,2353,497,53,12,0.028525142130469965,0.22641509433962265
26,70,2353,560,53,13,0.02836009093621908,0.24528301886792453
27,77,2353,630,53,13,0.02904461328565892,0.24528301886792453
28,85,2353,707,53,18,0.02927710300193572,0.33962264150943394
29,94,2353,792,53,26,0.030566991242619506,0.49056603773584906
30,104,2353,886,53,33,0.0315635025293728,0.6226415094339622
31,115,2353,990,53,36,0.03255631074663045,0.6792452830188679
32,127,2353,1105,53,37,0.03217728038779523,0.6981132075471698
33,140,2353,1232,53,39,0.03288201175843515,0.7358490566037735
34,154,2353,1372,53,40,0.03276185970071186,0.7547169811320755
35,170,2353,1526,53,44,0.03348141300941818,0.8301886792452831
36,187,2353,1696,53,46,0.033903544382417515,0.8679245283018868
37,206,2353,1883,53,50,0.03417439310272662,0.9433962264150944
38,227,2353,2089,53,52,0.0344335464864456,0.9811320754716981
39,250,2353,2316,53,53,0.03466381328349693,1.0
