1,2,2353,1,53,0,0.02809041142211045,0.0
2,3,2353,3,53,0,0.03542169285810095,0.0
3,4,2353,6,53,0,0.04387984741445803,0.0
4,5,2353,10,53,0,0.0662691537695477,0.0
5,6,2353,15,53,0,0.030821433948376067,0.0
6,7,2353,21,53,0,0.03529174873381304,0.0
7,8,2353,28,53,0,0.02850781780964457,0.0
8,9,2353,36,53,1,0.05610772014043711,0.018867924528301886
9,10,2353,45,53,1,0.031461157098261264,0.018867924528301886
10,11,2353,55,53,2,0.035964283711519336,0.03773584905660377
11,13,2353,66,53,2,0.040465949448416715,0.03773584905660377
12,15,2353,79,53,2,0.03280719468825001,0.03773584905660377
13,17,2353,94,53,2,0.037496200911543945,0.03773584905660377
14,19,2353,111,53,3,0.04320636260158198,0.05660377358490566
15,21,2353,130,53,3,0.04798765844223084,0.05660377358490566
16,24,2353,151,53,5,0.04868385889809888,0.09433962264150944
17,27,2353,175,53,10,0.0855355747051138,0.18867924528301888
18,30,2353,202,53,11,0.13212112797669126,0.20754716981132076
19,33,2353,232,53,11,0.10628643180097774,0.20754716981132076
20,37,2353,265,53,12,0.08432256385790643,0.22641509433962265
21,41,2353,302,53,13,0.08965363048093551,0.24528301886792453
22,46,2353,343,53,13,0.0944548590723375,0.24528301886792453
23,51,2353,389,53,14,0.09355423069089339,0.2641509433962264
24,57,2353,440,53,15,0.11138542802121879,0.2830188679245283
25,63,2353,497,53,21,0.09758753256336013,0.39622641509433965
26,70,2353,560,53,26,0.14679657983747865,0.49056603773584906
27,77,2353,630,53,30,0.1569868497922815,0.5660377358490566
28,85,2353,707,53,36,0.16633335648961475,0.6792452830188679
29,94,2353,792,53,42,0.1817640975677487,0.7924528301886793
30,104,2353,886,53,42,0.17469425695401486,0.7924528301886793
31,115,2353,990,53,44,0.17580152485313522,0.8301886792452831
32,127,2353,1105,53,45,0.18144874035050015,0.8490566037735849
33,140,2353,1232,53,46,0.1833104720656832,0.8679245283018868
34,154,2353,1372,53,48,0.18400373038512186,0.9056603773584906
35,170,2353,1526,53,49,0.18154758426005152,0.9245283018867925
36,187,2353,1696,53,50,0.17975871739608185,0.9433962264150944
37,206,2353,1883,53,50,0.1816344078552858,0.9433962264150944
38,227,2353,2089,53,50,0.18239466702533733,0.9433962264150944
39,250,2353,2316,53,53,0.18237185155147098,1.0
